Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokenized_Text,No_Stopwords,Lemmatized_Text,Cleaned_Text
" Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",Negative, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14.0,28.0, Australia    ,2020,8,5,12,"['wrestling', 'with', 'thoughts', ',', 'a', 'perplexed', 'mind', 'lost', 'in', 'the', 'labyrinth', 'of', 'life', ""'s"", 'complexities', '.']","['wrestling', 'thoughts', ',', 'perplexed', 'mind', 'lost', 'labyrinth', 'life', ""'s"", 'complexities', '.']","['wrestling', 'thought', ',', 'perplexed', 'mind', 'lose', 'labyrinth', 'life', ""'s"", 'complexity', '.']","['wresting', 'thought', 'perplexed', 'mind', 'lose', 'labyrinth', 'life', ""'s"", 'complexity']"
" Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ",Negative, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10.0,20.0, USA          ,2021,12,1,15,"['immersed', 'in', 'a', 'state', 'of', 'emotional', 'numbness', ',', 'a', 'shield', 'against', 'the', 'storm', 'of', 'daily', 'struggles', '.']","['immersed', 'state', 'emotional', 'numbness', ',', 'shield', 'storm', 'daily', 'struggles', '.']","['immerse', 'state', 'emotional', 'numbness', ',', 'shield', 'storm', 'daily', 'struggle', '.']","['immense', 'state', 'emotional', 'numbness', 'shield', 'storm', 'daily', 'struggle']"
" A melancholic symphony playing in the background, the soundtrack of a wistful heart. ",Negative, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,"['a', 'melancholic', 'symphony', 'playing', 'in', 'the', 'background', ',', 'the', 'soundtrack', 'of', 'a', 'wistful', 'heart', '.']","['melancholic', 'symphony', 'playing', 'background', ',', 'soundtrack', 'wistful', 'heart', '.']","['melancholic', 'symphony', 'play', 'background', ',', 'soundtrack', 'wistful', 'heart', '.']","['melancholia', 'symphony', 'play', 'background', 'soundtrack', 'wistful', 'heart']"
" Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ",Neutral, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,"['flipping', 'through', 'the', 'pages', 'of', 'an', 'old', 'yearbook', ',', 'nostalgia', 'painting', 'smiles', 'and', 'tears', 'on', 'my', 'face', '.']","['flipping', 'pages', 'old', 'yearbook', ',', 'nostalgia', 'painting', 'smiles', 'tears', 'face', '.']","['flip', 'page', 'old', 'yearbook', ',', 'nostalgia', 'painting', 'smile', 'tear', 'face', '.']","['lip', 'page', 'old', 'yearbook', 'nostalgia', 'painting', 'smile', 'tear', 'face']"
" Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",Neutral, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,"['torn', 'between', 'opposing', 'emotions', ',', 'an', 'ambivalence', 'that', 'colors', 'my', 'decisions', 'with', 'shades', 'of', 'uncertainty', '.']","['torn', 'opposing', 'emotions', ',', 'ambivalence', 'colors', 'decisions', 'shades', 'uncertainty', '.']","['torn', 'oppose', 'emotion', ',', 'ambivalence', 'color', 'decision', 'shade', 'uncertainty', '.']","['torn', 'oppose', 'emotion', 'ambivalence', 'color', 'decision', 'shade', 'uncertainty']"
" Embracing life's imperfections, finding acceptance in the journey, scars and all. ",Positive, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,"['embracing', 'life', ""'s"", 'imperfections', ',', 'finding', 'acceptance', 'in', 'the', 'journey', ',', 'scars', 'and', 'all', '.']","['embracing', 'life', ""'s"", 'imperfections', ',', 'finding', 'acceptance', 'journey', ',', 'scars', '.']","['embrace', 'life', ""'s"", 'imperfection', ',', 'find', 'acceptance', 'journey', ',', 'scar', '.']","['embrace', 'life', ""'s"", 'perfection', 'find', 'acceptance', 'journey', 'scar']"
" A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ",Positive, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,"['a', 'fiery', 'determination', 'burning', 'within', ',', 'fueled', 'by', 'the', 'vision', 'of', 'reaching', 'unparalleled', 'heights', '.']","['fiery', 'determination', 'burning', 'within', ',', 'fueled', 'vision', 'reaching', 'unparalleled', 'heights', '.']","['fiery', 'determination', 'burning', 'within', ',', 'fuel', 'vision', 'reach', 'unparalleled', 'height', '.']","['fiery', 'determination', 'burning', 'within', 'fuel', 'vision', 'reach', 'unparalleled', 'height']"
" Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ",Neutral, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,"['basking', 'in', 'the', 'serenity', 'of', 'a', 'quiet', 'forest', ',', 'where', 'the', 'whispers', 'of', 'nature', 'bring', 'peace', 'to', 'the', 'soul', '.']","['basking', 'serenity', 'quiet', 'forest', ',', 'whispers', 'nature', 'bring', 'peace', 'soul', '.']","['basking', 'serenity', 'quiet', 'forest', ',', 'whisper', 'nature', 'bring', 'peace', 'soul', '.']","['asking', 'serenity', 'quiet', 'forest', 'whisper', 'nature', 'bring', 'peace', 'soul']"
" Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ",Negative, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,"['indifferent', 'to', 'the', 'noise', 'of', 'the', 'world', ',', 'a', 'silent', 'observer', 'in', 'the', 'midst', 'of', 'life', ""'s"", 'cacophony', '.']","['indifferent', 'noise', 'world', ',', 'silent', 'observer', 'midst', 'life', ""'s"", 'cacophony', '.']","['indifferent', 'noise', 'world', ',', 'silent', 'observer', 'midst', 'life', ""'s"", 'cacophony', '.']","['indifferent', 'noise', 'world', 'silent', 'observer', 'midst', 'life', ""'s"", 'cacophony']"
" Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ",Negative, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,"['navigating', 'through', 'the', 'labyrinth', 'of', 'thoughts', ',', 'confusion', 'a', 'constant', 'companion', 'in', 'the', 'maze', 'of', 'ideas', '.']","['navigating', 'labyrinth', 'thoughts', ',', 'confusion', 'constant', 'companion', 'maze', 'ideas', '.']","['navigate', 'labyrinth', 'thought', ',', 'confusion', 'constant', 'companion', 'maze', 'idea', '.']","['navigable', 'labyrinth', 'thought', 'confusion', 'constant', 'companion', 'made', 'idea']"
" An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ",Negative, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,"['an', 'impenetrable', 'numbness', 'shields', 'me', 'from', 'the', 'emotional', 'storms', ',', 'a', 'fortress', 'of', 'stoic', 'resilience', '.']","['impenetrable', 'numbness', 'shields', 'emotional', 'storms', ',', 'fortress', 'stoic', 'resilience', '.']","['impenetrable', 'numbness', 'shield', 'emotional', 'storm', ',', 'fortress', 'stoic', 'resilience', '.']","['impenetrable', 'numbness', 'shield', 'emotional', 'storm', 'fortress', 'stood', 'residence']"
" Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ",Negative, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,"['melancholy', 'painting', 'the', 'world', 'in', 'hues', 'of', 'nostalgia', ',', 'a', 'canvas', 'of', 'bittersweet', 'memories', '.']","['melancholy', 'painting', 'world', 'hues', 'nostalgia', ',', 'canvas', 'bittersweet', 'memories', '.']","['melancholy', 'painting', 'world', 'hue', 'nostalgia', ',', 'canvas', 'bittersweet', 'memory', '.']","['melancholy', 'painting', 'world', 'hue', 'nostalgia', 'canvas', 'bittersweet', 'memory']"
" A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ",Neutral, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,"['a', 'journey', 'into', 'the', 'past', ',', 'flipping', 'through', 'the', 'pages', 'of', 'an', 'old', 'diary', ',', 'nostalgia', 'taking', 'the', 'lead', '.']","['journey', 'past', ',', 'flipping', 'pages', 'old', 'diary', ',', 'nostalgia', 'taking', 'lead', '.']","['journey', 'past', ',', 'flip', 'page', 'old', 'diary', ',', 'nostalgia', 'take', 'lead', '.']","['journey', 'past', 'lip', 'page', 'old', 'diary', 'nostalgia', 'take', 'lead']"
" Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",Neutral, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,"['ambivalence', 'clouding', 'decisions', ',', 'caught', 'in', 'the', 'crossroads', 'of', 'conflicting', 'emotions', '.']","['ambivalence', 'clouding', 'decisions', ',', 'caught', 'crossroads', 'conflicting', 'emotions', '.']","['ambivalence', 'cloud', 'decision', ',', 'caught', 'crossroad', 'conflict', 'emotion', '.']","['ambivalence', 'cloud', 'decision', 'caught', 'crossroads', 'conflict', 'emotion']"
" Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ",Positive, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,"['embracing', 'imperfections', ',', 'finding', 'acceptance', 'in', 'the', 'mosaic', 'of', 'life', ""'s"", 'beautiful', 'chaos', '.']","['embracing', 'imperfections', ',', 'finding', 'acceptance', 'mosaic', 'life', ""'s"", 'beautiful', 'chaos', '.']","['embrace', 'imperfection', ',', 'find', 'acceptance', 'mosaic', 'life', ""'s"", 'beautiful', 'chaos', '.']","['embrace', 'perfection', 'find', 'acceptance', 'mosaic', 'life', ""'s"", 'beautiful', 'chaos']"
" Determination as the driving force, propelling me forward on the path to extraordinary achievements. ",Positive, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,"['determination', 'as', 'the', 'driving', 'force', ',', 'propelling', 'me', 'forward', 'on', 'the', 'path', 'to', 'extraordinary', 'achievements', '.']","['determination', 'driving', 'force', ',', 'propelling', 'forward', 'path', 'extraordinary', 'achievements', '.']","['determination', 'drive', 'force', ',', 'propel', 'forward', 'path', 'extraordinary', 'achievement', '.']","['determination', 'drive', 'force', 'proper', 'forward', 'path', 'extraordinary', 'achievement']"
" Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",Neutral, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,"['seeking', 'serenity', 'in', 'the', 'melody', 'of', 'raindrops', ',', 'a', 'tranquil', 'escape', 'from', 'the', 'noise', 'of', 'everyday', 'life', '.']","['seeking', 'serenity', 'melody', 'raindrops', ',', 'tranquil', 'escape', 'noise', 'everyday', 'life', '.']","['seek', 'serenity', 'melody', 'raindrop', ',', 'tranquil', 'escape', 'noise', 'everyday', 'life', '.']","['seek', 'serenity', 'melody', 'raindrops', 'tranquil', 'escape', 'noise', 'everyday', 'life']"
" Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",Neutral, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,"['curiosity', 'driving', 'the', 'exploration', 'of', 'the', 'unknown', ',', 'a', 'seeker', 'of', 'knowledge', 'in', 'uncharted', 'territories', '.']","['curiosity', 'driving', 'exploration', 'unknown', ',', 'seeker', 'knowledge', 'uncharted', 'territories', '.']","['curiosity', 'drive', 'exploration', 'unknown', ',', 'seeker', 'knowledge', 'uncharted', 'territory', '.']","['curiosity', 'drive', 'exploration', 'unknown', 'seeker', 'knowledge', 'unchanged', 'territory']"
" Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",Negative, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,"['drifting', 'through', 'the', 'day', 'with', 'an', 'air', 'of', 'nonchalance', ',', 'indifferent', 'to', 'the', 'trivialities', 'of', 'life', '.']","['drifting', 'day', 'air', 'nonchalance', ',', 'indifferent', 'trivialities', 'life', '.']","['drift', 'day', 'air', 'nonchalance', ',', 'indifferent', 'triviality', 'life', '.']","['drift', 'day', 'air', 'nonchalance', 'indifferent', 'triviality', 'life']"
" Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",Negative, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,"['lost', 'in', 'the', 'labyrinth', 'of', 'thoughts', ',', 'confusion', 'casting', 'shadows', 'on', 'the', 'quest', 'for', 'clarity', '.']","['lost', 'labyrinth', 'thoughts', ',', 'confusion', 'casting', 'shadows', 'quest', 'clarity', '.']","['lose', 'labyrinth', 'thought', ',', 'confusion', 'cast', 'shadow', 'quest', 'clarity', '.']","['lose', 'labyrinth', 'thought', 'confusion', 'cast', 'shadow', 'quest', 'clarity']"
" Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Negative, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,"['wrapped', 'in', 'the', 'cloak', 'of', 'emotional', 'numbness', ',', 'a', 'shield', 'against', 'the', 'storms', 'of', 'life', ""'s"", 'turbulence', '.']","['wrapped', 'cloak', 'emotional', 'numbness', ',', 'shield', 'storms', 'life', ""'s"", 'turbulence', '.']","['wrap', 'cloak', 'emotional', 'numbness', ',', 'shield', 'storm', 'life', ""'s"", 'turbulence', '.']","['wrap', 'cloak', 'emotional', 'numbness', 'shield', 'storm', 'life', ""'s"", 'turbulence']"
" Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",Negative, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,"['melancholy', 'as', 'a', 'companion', ',', 'painting', 'the', 'canvas', 'of', 'life', 'with', 'the', 'brushstrokes', 'of', 'wistful', 'yearning', '.']","['melancholy', 'companion', ',', 'painting', 'canvas', 'life', 'brushstrokes', 'wistful', 'yearning', '.']","['melancholy', 'companion', ',', 'painting', 'canvas', 'life', 'brushstrokes', 'wistful', 'yearn', '.']","['melancholy', 'companion', 'painting', 'canvas', 'life', 'brushstrokes', 'wistful', 'years']"
" Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",Neutral, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,"['leafing', 'through', 'the', 'pages', 'of', 'an', 'old', 'photo', 'album', ',', 'nostalgia', 'weaving', 'tales', 'of', 'laughter', 'and', 'tears', '.']","['leafing', 'pages', 'old', 'photo', 'album', ',', 'nostalgia', 'weaving', 'tales', 'laughter', 'tears', '.']","['leaf', 'page', 'old', 'photo', 'album', ',', 'nostalgia', 'weave', 'tale', 'laughter', 'tear', '.']","['leaf', 'page', 'old', 'photo', 'album', 'nostalgia', 'weave', 'tale', 'laughter', 'tear']"
" Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Neutral, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,"['ambivalence', 'in', 'the', 'air', ',', 'caught', 'between', 'the', 'crossroads', 'of', 'conflicting', 'emotions', 'and', 'decisions', '.']","['ambivalence', 'air', ',', 'caught', 'crossroads', 'conflicting', 'emotions', 'decisions', '.']","['ambivalence', 'air', ',', 'caught', 'crossroad', 'conflict', 'emotion', 'decision', '.']","['ambivalence', 'air', 'caught', 'crossroads', 'conflict', 'emotion', 'decision']"
" Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",Positive, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,"['embracing', 'the', 'beauty', 'in', 'imperfections', ',', 'finding', 'acceptance', 'in', 'the', 'mosaic', 'of', 'life', ""'s"", 'unpredictable', 'art', '.']","['embracing', 'beauty', 'imperfections', ',', 'finding', 'acceptance', 'mosaic', 'life', ""'s"", 'unpredictable', 'art', '.']","['embrace', 'beauty', 'imperfection', ',', 'find', 'acceptance', 'mosaic', 'life', ""'s"", 'unpredictable', 'art', '.']","['embrace', 'beauty', 'perfection', 'find', 'acceptance', 'mosaic', 'life', ""'s"", 'predictable', 'art']"
" Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",Positive, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,"['determination', 'ablaze', ',', 'forging', 'a', 'path', 'through', 'challenges', ',', 'sculpting', 'dreams', 'into', 'tangible', 'realities', '.']","['determination', 'ablaze', ',', 'forging', 'path', 'challenges', ',', 'sculpting', 'dreams', 'tangible', 'realities', '.']","['determination', 'ablaze', ',', 'forge', 'path', 'challenge', ',', 'sculpt', 'dream', 'tangible', 'reality', '.']","['determination', 'ablaze', 'forge', 'path', 'challenge', 'scalp', 'dream', 'tangible', 'reality']"
